Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Automated Manual,Automatic,Automatic with Select Shift,Continuously Variable,Manual,Diesel,Ethanol(E85),Premium Gasoline,Regular Gasoline
3.0,6,14.1,9.8,23,286,0,0,1,0,0,0,0,1,0
3.0,6,14.7,10.0,23,293,0,0,1,0,0,0,0,1,0
3.0,6,14.7,9.9,22,295,0,0,1,0,0,0,0,1,0
4.7,8,18.2,11.4,19,355,0,0,1,0,0,0,0,1,0
4.7,8,18.2,11.6,19,358,0,0,1,0,0,0,0,1,0
3.0,6,16.8,11.9,19,340,0,0,1,0,0,0,0,1,0
3.0,6,16.8,12.4,19,346,0,0,1,0,0,0,0,1,0
3.8,8,16.1,10.8,20,321,0,0,1,0,0,0,0,1,0
3.0,6,14.9,10.3,22,300,0,0,1,0,0,0,0,1,0
3.0,6,15.0,10.3,22,301,0,0,1,0,0,0,0,1,0
2.0,4,8.2,6.9,37,179,0,0,1,0,0,0,0,0,1
2.0,4,8.8,7.5,34,192,0,0,1,0,0,0,0,0,1
2.0,4,9.4,7.4,33,199,0,0,0,0,1,0,0,0,1
2.5,4,9.8,7.7,33,204,0,0,1,0,0,0,0,0,1
2.5,4,10.2,8.3,31,221,0,0,1,0,0,0,0,0,1
2.5,4,10.6,8.4,29,225,0,0,1,0,0,0,0,0,1
2.5,4,11.5,8.9,27,242,0,0,1,0,0,0,0,0,1
2.0,4,8.4,6.4,38,176,0,0,1,0,0,0,0,0,1
2.0,4,8.5,6.2,38,175,0,0,0,0,1,0,0,0,1
2.0,4,8.5,6.2,38,175,0,0,0,0,1,0,0,0,1
2.5,4,8.8,6.6,36,182,0,0,1,0,0,0,0,0,1
2.5,4,8.5,6.4,37,176,0,0,1,0,0,0,0,0,1
2.5,4,9.3,6.9,34,194,0,0,0,0,1,0,0,0,1
2.0,4,8.4,6.4,38,174,0,0,1,0,0,0,0,0,1
2.0,4,8.6,6.4,37,178,0,0,0,0,1,0,0,0,1
2.5,4,9.0,6.7,36,183,0,0,1,0,0,0,0,0,1
2.5,4,8.7,6.6,36,181,0,0,1,0,0,0,0,0,1
2.5,4,9.6,7.0,34,198,0,0,0,0,1,0,0,0,1
2.5,4,10.8,8.2,29,226,0,0,1,0,0,0,0,0,1
2.5,4,11.1,8.3,29,230,0,0,0,0,1,0,0,0,1
2.5,4,9.1,6.7,35,187,0,0,1,0,0,0,0,0,1
2.5,4,8.9,6.7,36,186,0,0,1,0,0,0,0,0,1
2.5,4,9.8,6.9,34,196,0,0,0,0,1,0,0,0,1
2.0,4,9.0,6.7,35,187,0,0,1,0,0,0,0,1,0
2.0,4,8.9,7.1,35,190,0,0,0,0,1,0,0,1,0
4.0,8,13.4,9.6,24,273,0,0,1,0,0,0,0,1,0
4.0,8,14.0,10.1,23,291,0,0,1,0,0,0,0,1,0
4.0,8,13.8,10.1,23,285,0,0,1,0,0,0,0,1,0
4.0,8,13.4,9.6,24,273,0,0,1,0,0,0,0,1,0
4.0,8,14.0,10.1,23,291,0,0,1,0,0,0,0,1,0
4.0,8,13.8,10.1,23,285,0,0,1,0,0,0,0,1,0
2.0,4,10.7,7.6,30,221,0,0,1,0,0,0,0,1,0
5.5,8,15.1,10.8,22,308,0,0,1,0,0,0,0,1,0
5.5,8,20.0,16.6,15,413,0,0,1,0,0,0,0,1,0
6.0,12,22.2,18.0,14,467,0,0,1,0,0,0,0,1,0
2.0,4,11.3,8.5,28,233,0,0,1,0,0,0,0,1,0
3.0,6,17.4,11.1,19,353,0,1,0,0,0,0,0,1,0
3.0,6,13.6,10.1,24,281,0,1,0,0,0,0,0,1,0
3.0,6,13.6,10.2,24,281,0,1,0,0,0,0,0,1,0
5.5,8,17.3,13.5,18,363,0,0,1,0,0,0,0,1,0
5.5,8,17.2,12.8,19,363,0,0,1,0,0,0,0,1,0
5.5,8,18.2,14.0,17,369,0,0,1,0,0,0,0,1,0
4.0,8,14.5,10.8,22,303,0,0,1,0,0,0,0,1,0
4.0,8,14.5,10.8,22,303,0,0,1,0,0,0,0,1,0
5.5,8,15.7,10.1,21,313,0,0,1,0,0,0,0,1,0
5.5,8,16.4,10.6,20,322,0,0,1,0,0,0,0,1,0
5.5,8,15.3,10.2,22,305,0,0,1,0,0,0,0,1,0
6.0,12,17.6,10.9,19,349,0,0,1,0,0,0,0,1,0
6.0,12,17.1,11.0,20,348,0,0,1,0,0,0,0,1,0
6.0,12,18.7,11.6,18,365,0,0,1,0,0,0,0,1,0
5.5,8,14.7,9.5,23,298,0,0,1,0,0,0,0,1,0
6.0,12,17.6,10.8,19,340,0,0,1,0,0,0,0,1,0
3.0,6,11.6,8.2,28,234,0,1,0,0,0,0,0,1,0
2.0,4,9.7,6.6,34,179,0,0,1,0,0,0,0,1,0
2.0,4,10.1,7.8,31,212,0,0,1,0,0,0,0,1,0
2.0,4,10.8,8.0,30,222,0,1,0,0,0,0,0,1,0
2.0,4,10.4,8.0,30,218,0,0,1,0,0,0,0,1,0
2.0,4,9.6,6.4,35,190,0,0,1,0,0,0,0,1,0
4.7,8,13.6,9.4,24,275,0,1,0,0,0,0,0,1,0
2.0,4,10.8,8.1,30,246,0,1,0,0,0,0,0,1,0
3.0,6,11.8,8.6,27,245,0,1,0,0,0,0,0,1,0
3.0,6,12.4,9.3,26,259,0,1,0,0,0,0,0,1,0
3.0,6,11.5,8.1,28,233,0,0,1,0,0,0,0,1,0
3.0,6,11.8,8.4,28,239,0,0,1,0,0,0,0,1,0
4.7,8,13.7,9.2,24,275,0,0,1,0,0,0,0,1,0
4.7,8,13.4,8.9,25,268,0,0,1,0,0,0,0,1,0
4.0,8,19.0,16.6,16,401,0,0,1,0,0,0,0,1,0
2.0,4,10.3,7.6,31,212,0,0,1,0,0,0,0,1,0
2.0,4,13.6,10.0,24,128,0,0,1,0,0,0,1,0,0
2.0,4,11.1,8.5,28,233,0,1,0,0,0,0,0,1,0
3.0,6,13.1,10.1,24,276,0,1,0,0,0,0,0,1,0
4.7,8,15.3,11.3,21,318,0,1,0,0,0,0,0,1,0
3.0,6,14.4,11.4,22,306,0,1,0,0,0,0,0,1,0
4.7,8,16.7,12.9,19,347,0,1,0,0,0,0,0,1,0
6.0,12,18.2,11.0,19,359,0,0,1,0,0,0,0,1,0
2.0,4,11.1,9.1,28,240,0,0,1,0,0,0,0,1,0
2.0,4,11.5,9.3,27,248,0,0,1,0,0,0,0,1,0
3.0,6,12.6,8.6,26,253,0,0,1,0,0,0,0,1,0
4.7,8,14.3,9.2,24,280,0,1,0,0,0,0,0,1,0
4.7,8,14.3,9.2,24,280,0,1,0,0,0,0,0,1,0
4.7,8,13.9,9.3,24,276,0,1,0,0,0,0,0,1,0
4.7,8,14.1,9.3,24,278,0,1,0,0,0,0,0,1,0
6.0,12,17.5,10.8,19,350,0,0,1,0,0,0,0,1,0
3.0,6,11.5,8.4,28,237,0,1,0,0,0,0,0,1,0
4.7,8,13.6,9.5,24,275,0,1,0,0,0,0,0,1,0
2.0,4,9.5,7.2,33,200,0,1,0,0,0,0,0,1,0
1.5,3,8.8,6.8,36,184,0,0,1,0,0,0,0,1,0
1.5,3,8.5,6.2,38,175,0,0,0,0,1,0,0,1,0
1.5,3,8.8,6.8,36,184,0,0,1,0,0,0,0,1,0
1.5,3,8.5,6.3,38,175,0,0,0,0,1,0,0,1,0
1.5,3,9.5,7.2,34,197,0,0,1,0,0,0,0,1,0
1.5,3,9.6,7.0,34,197,0,0,0,0,1,0,0,1,0
1.5,3,10.2,7.8,31,213,0,0,1,0,0,0,0,1,0
1.5,3,10.6,7.4,31,214,0,0,0,0,1,0,0,1,0
1.5,3,8.8,6.8,36,184,0,0,1,0,0,0,0,1,0
1.5,3,8.5,6.3,38,175,0,0,0,0,1,0,0,1,0
1.5,3,9.5,7.2,34,197,0,0,1,0,0,0,0,1,0
1.5,3,9.6,7.0,34,197,0,0,0,0,1,0,0,1,0
1.5,3,10.3,7.9,31,215,0,0,1,0,0,0,0,1,0
1.5,3,10.6,7.4,31,214,0,0,0,0,1,0,0,1,0
2.0,4,9.3,7.2,34,196,0,0,1,0,0,0,0,1,0
2.0,4,10.2,7.3,32,210,0,0,0,0,1,0,0,1,0
2.0,4,9.3,7.2,34,196,0,0,1,0,0,0,0,1,0
2.0,4,10.2,7.3,32,210,0,0,0,0,1,0,0,1,0
2.0,4,10.0,7.2,32,205,0,0,1,0,0,0,0,1,0
2.0,4,10.8,7.7,30,220,0,0,0,0,1,0,0,1,0
2.0,4,10.2,7.4,31,210,0,0,1,0,0,0,0,1,0
2.0,4,11.4,7.8,29,227,0,0,0,0,1,0,0,1,0
2.0,4,9.4,7.2,34,196,0,0,1,0,0,0,0,1,0
2.0,4,10.2,7.3,32,210,0,0,0,0,1,0,0,1,0
2.0,4,10.5,7.4,31,213,0,0,1,0,0,0,0,1,0
2.0,4,11.3,7.7,29,227,0,0,0,0,1,0,0,1,0
2.0,4,9.3,7.2,34,196,0,0,1,0,0,0,0,1,0
2.0,4,10.2,7.3,32,210,0,0,0,0,1,0,0,1,0
2.0,4,10.2,7.4,31,210,0,0,1,0,0,0,0,1,0
2.0,4,11.4,7.8,29,227,0,0,0,0,1,0,0,1,0
2.0,4,9.4,7.2,34,196,0,0,1,0,0,0,0,1,0
2.0,4,10.8,7.7,30,220,0,0,0,0,1,0,0,1,0
2.0,4,8.7,6.9,36,183,0,0,0,1,0,0,0,0,1
2.0,4,9.7,7.1,33,200,0,0,0,0,1,0,0,0,1
2.4,4,9.9,7.7,32,206,0,0,0,1,0,0,0,0,1
2.4,4,10.5,7.8,30,218,0,0,0,0,1,0,0,0,1
2.4,4,10.2,7.9,31,212,0,0,0,1,0,0,0,0,1
2.0,4,9.3,7.2,34,194,0,0,0,1,0,0,0,0,1
2.0,4,9.9,7.3,32,205,0,0,0,0,1,0,0,0,1
1.2,3,6.4,5.5,47,141,0,0,0,1,0,0,0,0,1
1.2,3,7.1,5.8,43,150,0,0,0,0,1,0,0,0,1
1.2,3,6.9,5.7,44,149,0,0,0,1,0,0,0,0,1
1.2,3,7.2,5.9,43,155,0,0,0,0,1,0,0,0,1
2.4,4,9.2,7.5,34,197,0,0,0,1,0,0,0,0,1
2.4,4,9.8,8.1,31,211,0,0,0,1,0,0,0,0,1
3.0,6,11.9,8.5,27,242,0,0,1,0,0,0,0,1,0
2.0,4,9.7,7.8,32,204,0,0,0,1,0,0,0,0,1
2.0,4,10.3,8.2,30,216,0,0,0,0,1,0,0,0,1
2.0,4,10.1,8.2,31,213,0,0,0,1,0,0,0,0,1
3.7,6,12.6,9.3,25,261,0,0,1,0,0,0,0,1,0
3.7,6,13.3,9.3,25,269,0,0,0,0,1,0,0,1,0
3.7,6,13.0,9.7,25,270,0,0,1,0,0,0,0,1,0
3.7,6,13.6,9.7,24,278,0,0,0,0,1,0,0,1,0
2.5,4,8.8,6.0,38,176,0,0,0,1,0,0,0,0,1
3.5,6,10.6,7.3,31,214,0,0,0,1,0,0,0,0,1
2.5,4,8.8,6.5,36,183,0,0,0,1,0,0,0,0,1
5.6,8,17.5,12.9,18,362,0,0,1,0,0,0,0,0,1
2.5,4,13.5,10.5,23,286,0,1,0,0,0,0,0,0,1
2.5,4,12.2,10.4,25,268,0,0,0,0,1,0,0,0,1
4.0,6,14.8,10.6,22,304,0,1,0,0,0,0,0,0,1
4.0,6,15.8,11.5,20,326,0,1,0,0,0,0,0,0,1
4.0,6,15.1,11.5,21,317,0,0,0,0,1,0,0,0,1
3.8,6,14.5,10.7,22,300,1,0,0,0,0,0,0,1,0
1.6,4,8.5,7.5,35,189,0,0,0,1,0,0,0,1,0
1.6,4,8.6,7.2,35,188,0,0,0,0,1,0,0,1,0
1.6,4,9.0,7.8,34,199,0,0,0,1,0,0,0,1,0
1.6,4,9.0,7.6,34,197,0,0,0,0,1,0,0,1,0
1.6,4,9.5,8.3,32,209,0,0,0,1,0,0,0,1,0
3.5,6,11.1,7.8,29,225,0,0,0,1,0,0,0,1,0
1.6,4,8.9,6.8,36,186,0,1,0,0,0,0,0,0,1
1.6,4,8.7,6.8,36,185,0,0,0,0,1,0,0,0,1
3.5,6,11.0,8.3,29,230,0,0,0,1,0,0,0,0,1
3.5,6,11.2,8.4,29,232,0,0,0,1,0,0,0,0,1
2.0,4,9.8,9.0,30,220,0,0,0,1,0,0,0,0,1
3.5,6,11.6,8.5,28,240,0,0,0,1,0,0,0,0,1
3.5,6,12.1,8.9,26,250,0,0,0,1,0,0,0,0,1
3.5,6,12.4,9.2,26,258,0,0,0,1,0,0,0,0,1
2.0,4,8.8,7.3,35,191,0,0,0,1,0,0,0,0,1
2.0,4,10.0,8.1,31,216,0,0,0,0,1,0,0,0,1
2.0,4,9.1,7.5,34,197,0,0,0,1,0,0,0,0,1
2.5,4,9.2,7.0,34,192,0,0,0,1,0,0,0,0,1
2.5,4,9.6,7.4,33,203,0,0,0,1,0,0,0,0,1
1.6,4,8.9,7.3,34,193,0,0,0,1,0,0,0,1,0
1.6,4,9.1,7.3,34,195,0,0,0,0,1,0,0,1,0
1.8,4,8.1,6.3,39,171,0,0,0,1,0,0,0,0,1
1.8,4,9.0,6.8,35,187,0,0,0,0,1,0,0,0,1
1.6,4,9.4,7.8,32,205,0,0,0,1,0,0,0,1,0
1.6,4,9.5,7.6,32,204,0,0,0,0,1,0,0,1,0
5.6,8,15.0,11.2,21,312,0,0,1,0,0,0,0,0,1
5.6,8,15.2,11.1,21,315,0,0,1,0,0,0,0,0,1
5.6,8,16.0,12.0,20,333,0,0,1,0,0,0,0,0,1
1.6,4,7.6,6.2,40,164,0,0,0,1,0,0,0,0,1
1.6,4,8.6,6.6,37,180,0,0,0,0,1,0,0,0,1
3.0,6,10.6,8.0,30,221,1,0,0,0,0,0,0,1,0
3.0,6,11.8,8.1,28,237,0,0,0,0,1,0,0,1,0
3.0,6,10.8,8.3,29,227,1,0,0,0,0,0,0,1,0
3.0,6,12.0,8.2,27,241,0,0,0,0,1,0,0,1,0
3.0,6,10.8,8.3,29,226,1,0,0,0,0,0,0,1,0
3.0,6,12.1,8.3,27,242,0,0,0,0,1,0,0,1,0
3.0,6,10.8,8.4,29,228,1,0,0,0,0,0,0,1,0
3.0,6,12.1,8.3,27,243,0,0,0,0,1,0,0,1,0
3.0,6,10.7,8.3,29,225,1,0,0,0,0,0,0,1,0
3.0,6,12.1,8.3,27,242,0,0,0,0,1,0,0,1,0
3.0,6,11.0,8.4,29,230,1,0,0,0,0,0,0,1,0
3.0,6,12.2,8.5,27,246,0,0,0,0,1,0,0,1,0
3.0,6,11.0,8.5,29,232,1,0,0,0,0,0,0,1,0
3.0,6,12.1,8.4,27,243,0,0,0,0,1,0,0,1,0
3.0,6,10.9,8.5,29,231,1,0,0,0,0,0,0,1,0
3.0,6,12.2,8.5,27,246,0,0,0,0,1,0,0,1,0
3.0,6,10.9,8.4,29,228,1,0,0,0,0,0,0,1,0
3.0,6,12.2,8.5,27,246,0,0,0,0,1,0,0,1,0
3.0,6,11.1,8.6,28,233,1,0,0,0,0,0,0,1,0
3.0,6,12.2,8.5,27,246,0,0,0,0,1,0,0,1,0
3.8,6,12.6,9.9,25,266,1,0,0,0,0,0,0,1,0
3.8,6,12.6,9.9,25,267,1,0,0,0,0,0,0,1,0
3.8,6,12.6,9.9,25,266,1,0,0,0,0,0,0,1,0
3.8,6,12.6,9.9,25,267,1,0,0,0,0,0,0,1,0
2.0,4,10.5,8.0,30,219,1,0,0,0,0,0,0,1,0
2.0,4,11.0,8.3,29,229,0,0,0,0,1,0,0,1,0
2.5,4,11.0,8.4,29,230,1,0,0,0,0,0,0,1,0
2.5,4,12.1,9.0,26,249,0,0,0,0,1,0,0,1,0
3.6,6,12.9,9.7,25,268,0,1,0,0,0,0,0,1,0
3.6,6,13.6,10.2,23,281,0,1,0,0,0,0,0,1,0
3.6,6,13.9,9.6,24,281,0,1,0,0,0,0,0,1,0
3.6,6,14.5,10.4,22,296,0,1,0,0,0,0,0,1,0
4.8,8,16.7,11.2,20,334,0,1,0,0,0,0,0,1,0
4.8,8,16.7,11.2,20,334,0,1,0,0,0,0,0,1,0
2.0,4,10.5,8.0,30,219,1,0,0,0,0,0,0,1,0
2.0,4,11.0,8.3,29,229,0,0,0,0,1,0,0,1,0
2.5,4,11.0,8.4,29,230,1,0,0,0,0,0,0,1,0
2.5,4,12.1,9.0,26,249,0,0,0,0,1,0,0,1,0
2.0,4,11.6,9.3,27,248,0,1,0,0,0,0,0,1,0
3.0,6,13.7,10.3,23,285,0,1,0,0,0,0,0,1,0
3.0,6,13.8,10.3,23,287,0,1,0,0,0,0,0,1,0
3.6,6,14.2,10.1,23,287,0,1,0,0,0,0,0,1,0
3.6,6,13.9,9.6,24,280,0,1,0,0,0,0,0,0,1
3.6,6,19.7,13.8,17,283,0,1,0,0,0,0,1,0,0
5.7,8,17.0,12.0,19,346,0,1,0,0,0,0,0,0,1
5.7,8,15.7,11.0,21,319,0,1,0,0,0,0,0,0,1
3.0,6,11.8,8.6,27,278,0,1,0,0,0,1,0,0,0
3.6,6,14.5,10.2,22,294,0,1,0,0,0,0,0,0,1
3.6,6,20.7,14.7,16,300,0,1,0,0,0,0,1,0,0
5.7,8,17.5,12.7,18,361,0,1,0,0,0,0,0,0,1
5.7,8,16.1,11.5,20,328,0,1,0,0,0,0,0,0,1
3.0,6,12.3,8.8,26,289,0,1,0,0,0,1,0,0,0
2.4,4,11.2,8.3,29,232,0,1,0,0,0,0,0,0,1
6.6,12,20.0,12.6,17,390,0,0,1,0,0,0,0,1,0
6.6,12,20.0,12.6,17,390,0,0,1,0,0,0,0,1,0
6.6,12,20.0,12.6,17,390,0,0,1,0,0,0,0,1,0
6.7,12,20.7,12.7,17,400,0,0,1,0,0,0,0,1,0
6.7,12,20.7,12.7,17,400,0,0,1,0,0,0,0,1,0
6.7,12,20.7,12.7,17,400,0,0,1,0,0,0,0,1,0
6.7,12,20.6,12.8,17,401,0,0,1,0,0,0,0,1,0
6.6,12,19.0,12.5,18,375,0,0,1,0,0,0,0,1,0
0.9,3,7.0,6.3,42,152,1,0,0,0,0,0,0,1,0
2.0,4,9.7,7.2,33,200,0,0,1,0,0,0,0,1,0
2.0,4,11.1,8.0,29,228,0,0,0,0,1,0,0,1,0
2.0,4,9.1,7.2,34,193,0,0,0,1,0,0,0,0,1
2.0,4,10.3,7.8,31,216,0,0,0,0,1,0,0,0,1
2.0,4,10.2,8.6,30,223,0,0,0,1,0,0,0,1,0
2.5,4,9.2,7.4,34,196,0,0,0,1,0,0,0,0,1
2.5,4,10.9,8.3,29,228,0,0,0,0,1,0,0,0,1
2.0,4,8.3,6.4,38,174,0,0,0,1,0,0,0,0,1
2.0,4,10.0,7.5,32,208,0,0,0,0,1,0,0,0,1
2.0,4,8.4,6.5,38,176,0,0,0,1,0,0,0,0,1
2.0,4,10.1,7.7,31,211,0,0,0,0,1,0,0,0,1
2.5,4,9.3,7.0,34,194,0,0,0,1,0,0,0,0,1
2.5,4,10.7,7.9,30,222,0,0,0,0,1,0,0,0,1
3.6,6,11.9,8.3,27,241,0,0,0,1,0,0,0,0,1
2.5,4,9.4,7.3,34,198,0,0,0,1,0,0,0,0,1
2.5,4,11.0,8.3,29,229,0,0,0,0,1,0,0,0,1
3.6,6,12.0,8.7,27,247,0,0,0,1,0,0,0,0,1
2.0,4,12.5,9.6,25,255,0,0,0,1,0,0,0,1,0
2.0,4,11.3,8.5,28,235,0,0,0,0,1,0,0,1,0
2.5,4,13.8,10.2,23,285,0,0,0,0,1,0,0,1,0
4.0,6,14.3,12.0,21,310,0,0,1,0,0,0,0,0,1
4.0,6,14.3,12.0,21,310,0,0,1,0,0,0,0,0,1
2.0,4,9.9,7.3,32,204,0,0,1,0,0,0,0,1,0
2.0,4,11.3,8.3,29,232,0,0,0,0,1,0,0,1,0
3.5,6,11.4,7.7,29,226,0,0,1,0,0,0,0,0,1
2.5,4,9.8,7.1,33,199,0,0,1,0,0,0,0,0,1
3.5,6,11.0,7.8,29,224,0,0,1,0,0,0,0,0,1
2.5,4,5.6,6.2,48,137,0,0,0,1,0,0,0,0,1
2.5,4,5.8,6.3,47,141,0,0,0,1,0,0,0,0,1
1.8,4,8.3,6.5,38,174,0,0,0,1,0,0,0,0,1
1.8,4,8.3,6.7,38,178,0,0,0,1,0,0,0,0,1
1.8,4,8.4,6.5,38,176,0,0,0,0,1,0,0,0,1
1.8,4,7.8,5.9,41,163,0,0,0,1,0,0,0,0,1
1.8,4,8.0,6.3,39,168,0,0,0,1,0,0,0,0,1
1.8,4,8.3,6.5,38,176,0,0,0,1,0,0,0,0,1
1.8,4,8.8,6.8,36,185,0,0,0,0,1,0,0,0,1
3.5,6,11.8,8.7,27,243,0,0,1,0,0,0,0,0,1
3.5,6,12.1,9.0,27,251,0,0,1,0,0,0,0,0,1
3.5,6,12.0,8.9,27,247,0,0,1,0,0,0,0,0,1
3.5,6,11.7,8.8,27,242,0,0,1,0,0,0,0,0,1
3.5,6,8.1,8.5,34,193,0,0,0,1,0,0,0,0,1
1.8,4,4.4,4.6,63,105,0,0,0,1,0,0,0,0,1
1.5,4,4.9,5.5,55,120,0,0,0,1,0,0,0,0,1
1.8,4,5.5,6.0,49,135,0,0,0,1,0,0,0,0,1
2.5,4,10.3,8.0,31,217,0,0,1,0,0,0,0,0,1
2.5,4,10.0,7.8,31,210,0,0,1,0,0,0,0,0,1
2.5,4,10.5,8.3,30,222,0,0,1,0,0,0,0,0,1
2.5,4,10.7,8.4,29,226,0,0,1,0,0,0,0,0,1
2.5,4,6.9,7.8,39,170,0,0,0,1,0,0,0,0,1
5.7,8,18.7,13.8,17,380,0,0,1,0,0,0,0,0,1
3.5,6,12.5,8.9,26,255,0,0,1,0,0,0,0,0,1
3.5,6,13.4,9.6,24,274,0,0,1,0,0,0,0,0,1
2.7,4,12.1,10.1,25,263,0,0,1,0,0,0,0,0,1
3.5,6,12.6,10.0,25,268,0,0,1,0,0,0,0,0,1
2.7,4,12.7,10.6,24,274,0,0,1,0,0,0,0,0,1
2.7,4,12.4,11.4,24,279,0,0,0,0,1,0,0,0,1
3.5,6,13.2,10.7,24,283,0,0,1,0,0,0,0,0,1
3.5,6,13.8,11.6,22,301,0,0,0,0,1,0,0,0,1
3.5,6,13.8,11.7,22,300,0,0,0,0,1,0,0,0,1
4.6,8,15.8,12.3,20,334,0,0,1,0,0,0,0,0,1
5.7,8,17.2,12.9,18,358,0,0,1,0,0,0,0,0,1
4.6,8,16.8,12.6,19,349,0,0,1,0,0,0,0,0,1
5.7,8,18.1,13.9,17,378,0,0,1,0,0,0,0,0,1
1.5,4,7.3,5.8,43,155,0,0,1,0,0,0,0,0,1
1.5,4,7.8,6.0,42,164,0,0,0,0,1,0,0,0,1
1.5,4,7.9,6.8,38,173,0,1,0,0,0,0,0,0,1
1.5,4,7.8,6.5,39,168,0,0,0,0,1,0,0,0,1
1.8,4,9.7,7.2,33,199,0,0,1,0,0,0,0,0,1
1.8,4,9.5,7.1,34,198,0,0,0,0,1,0,0,0,1
1.8,4,9.6,7.5,33,201,0,0,1,0,0,0,0,0,1
1.8,4,9.7,7.2,33,199,0,0,1,0,0,0,0,0,1
3.6,6,13.9,9.3,24,277,0,0,1,0,0,0,0,0,1
1.8,4,9.4,6.7,34,192,0,0,1,0,0,0,0,0,1
1.8,4,9.3,6.6,35,190,0,0,0,0,1,0,0,0,1
2.0,4,9.6,7.2,33,199,1,0,0,0,0,0,0,0,1
2.0,4,9.7,7.0,33,198,0,0,0,0,1,0,0,0,1
2.0,4,10.4,7.9,30,216,1,0,0,0,0,0,0,1,0
2.0,4,10.9,7.7,30,220,0,0,0,0,1,0,0,1,0
1.8,4,10.6,8.0,30,220,1,0,0,0,0,0,0,0,1
1.8,4,9.3,6.9,34,192,0,0,1,0,0,0,0,0,1
1.8,4,9.6,6.8,34,194,0,0,0,0,1,0,0,0,1
1.8,4,10.6,8.0,30,220,1,0,0,0,0,0,0,0,1
1.4,4,8.5,6.2,38,175,0,0,1,0,0,0,0,0,1
1.4,4,8.3,5.9,39,168,0,0,0,0,1,0,0,0,1
1.8,4,9.4,6.8,34,193,1,0,0,0,0,0,0,0,1
2.0,4,9.8,7.4,32,205,0,0,1,0,0,0,0,0,1
2.0,4,10.2,7.2,32,208,0,0,0,0,1,0,0,0,1
1.8,4,10.1,7.0,32,204,0,0,1,0,0,0,0,0,1
3.6,6,11.9,8.5,27,242,1,0,0,0,0,0,0,0,1
2.0,4,11.7,9.6,26,256,0,0,1,0,0,0,0,1,0
2.0,4,12.0,10.0,25,263,0,0,1,0,0,0,0,1,0
3.6,6,13.8,10.4,23,287,0,0,1,0,0,0,0,0,1
2.0,4,9.6,7.0,34,198,0,0,1,0,0,0,0,0,1
2.0,4,10.7,7.8,30,219,0,0,1,0,0,0,0,0,1
2.0,4,9.6,7.0,34,198,0,0,1,0,0,0,0,0,1
2.0,4,10.7,7.8,30,219,0,0,1,0,0,0,0,0,1
2.0,4,10.9,7.7,30,221,0,0,1,0,0,0,0,1,0
2.0,4,11.8,8.5,27,241,0,0,1,0,0,0,0,1,0
2.0,4,10.8,7.8,30,220,0,0,1,0,0,0,0,0,1
2.0,4,10.1,7.0,32,204,0,0,1,0,0,0,0,1,0
2.0,4,10.8,7.6,30,219,0,0,1,0,0,0,0,1,0
2.0,4,9.6,7.0,34,198,0,0,1,0,0,0,0,0,1
2.0,4,10.7,7.8,30,219,0,0,1,0,0,0,0,0,1
2.0,4,10.9,7.7,30,221,0,0,1,0,0,0,0,1,0
2.0,4,11.8,8.5,27,241,0,0,1,0,0,0,0,1,0
2.0,4,10.8,7.8,30,220,0,0,1,0,0,0,0,0,1
2.0,4,10.1,7.0,32,204,0,0,1,0,0,0,0,1,0
2.0,4,10.8,7.6,30,219,0,0,1,0,0,0,0,1,0
2.0,4,10.7,7.9,30,221,0,0,1,0,0,0,0,1,0
2.0,4,10.4,7.8,31,216,0,0,1,0,0,0,0,0,1
2.0,4,11.3,8.4,28,233,0,0,1,0,0,0,0,0,1
2.0,4,11.7,8.7,27,244,0,0,1,0,0,0,0,1,0
2.0,4,10.6,9.1,28,232,0,0,1,0,0,0,0,1,0
2.0,4,10.8,9.5,28,239,0,0,1,0,0,0,0,1,0
2.0,4,11.5,9.6,27,249,0,0,1,0,0,0,0,1,0
2.4,4,9.4,6.8,34,192,1,0,0,0,0,0,0,1,0
3.5,6,12.6,9.0,26,259,0,0,1,0,0,0,0,1,0
3.5,6,12.2,9.0,26,251,0,0,1,0,0,0,0,1,0
3.0,6,9.1,9.0,31,210,1,0,0,0,0,0,0,1,0
3.5,6,11.1,10.8,26,261,1,0,0,0,0,0,0,1,0
3.5,6,12.4,8.7,26,250,0,0,1,0,0,0,0,1,0
3.5,6,8.4,8.2,34,196,1,0,0,0,0,0,0,1,0
2.4,4,10.0,7.1,32,205,1,0,0,0,0,0,0,1,0
2.4,4,10.2,7.4,32,209,1,0,0,0,0,0,0,1,0
3.5,6,11.4,7.7,29,228,0,0,1,0,0,0,0,1,0
3.5,6,12.0,8.2,27,240,0,0,1,0,0,0,0,1,0
1.8,4,9.7,6.9,34,197,1,0,0,0,0,0,0,1,0
1.8,4,9.7,6.9,34,197,1,0,0,0,0,0,0,1,0
2.0,4,10.0,7.2,32,205,0,1,0,0,0,0,0,1,0
2.0,4,10.5,7.7,31,217,0,1,0,0,0,0,0,1,0
2.9,6,13.8,9.6,24,280,0,1,0,0,0,0,0,1,0
2.0,4,10.8,8.3,29,226,0,1,0,0,0,0,0,1,0
2.9,6,14.1,10.4,23,292,0,1,0,0,0,0,0,1,0
